Reference Date,Pair Date,Coherence
2021-05-06,2021-03-07,
2021-05-06,2021-03-11,
2021-05-06,2021-03-15,
2021-05-06,2021-03-19,
2021-05-06,2021-03-23,
2021-05-06,2021-03-27,
2021-05-06,2021-03-31,
2021-05-06,2021-04-04,
2021-05-06,2021-04-08,
2021-05-06,2021-04-12,
2021-05-06,2021-04-16,
2021-05-06,2021-04-20,
2021-05-06,2021-04-24,
2021-05-06,2021-04-28,
2021-05-06,2021-05-02,
2021-05-06,2021-05-06,
2021-05-06,2021-05-10,0.7981032092834757
2021-05-06,2021-05-14,
2021-05-06,2021-05-18,
2021-05-06,2021-05-22,0.9532359804699673
2021-05-06,2021-05-26,
2021-05-06,2021-05-30,
2021-05-06,2021-06-03,0.434086566523493
2021-05-06,2021-06-07,
2021-05-06,2021-06-11,
2021-05-06,2021-06-15,0.58798772668743
2021-05-06,2021-06-19,
2021-05-06,2021-06-23,
2021-05-06,2021-06-27,
2021-05-06,2021-07-01,
2021-05-06,2021-07-05,
2021-05-06,2021-07-09,
2021-05-06,2021-07-13,
2021-05-06,2021-07-17,0.5486351929064499
2021-05-06,2021-07-21,
2021-05-06,2021-07-25,
2021-05-06,2021-07-29,
2021-05-06,2021-08-02,
2021-05-06,2021-08-06,
2021-05-06,2021-08-10,
2021-05-06,2021-08-14,
2021-05-06,2021-08-18,
2021-05-06,2021-08-22,
2021-05-06,2021-08-26,
2021-05-06,2021-08-30,
2021-05-06,2021-09-03,
2021-05-10,2020-12-01,
2021-05-10,2020-12-05,
2021-05-10,2020-12-09,
2021-05-10,2020-12-13,
2021-05-10,2020-12-17,
2021-05-10,2020-12-21,
2021-05-10,2020-12-25,
2021-05-10,2020-12-29,
2021-05-10,2021-01-02,
2021-05-10,2021-01-06,
2021-05-10,2021-01-10,
2021-05-10,2021-01-14,
2021-05-10,2021-01-18,
2021-05-10,2021-01-22,
2021-05-10,2021-01-26,
2021-05-10,2021-01-30,
2021-05-10,2021-02-03,
2021-05-10,2021-02-07,
2021-05-10,2021-02-11,
2021-05-10,2021-02-15,
2021-05-10,2021-02-19,
2021-05-10,2021-02-23,
2021-05-10,2021-02-27,
2021-05-10,2021-03-03,
2021-05-10,2021-03-07,
2021-05-10,2021-03-11,
2021-05-10,2021-03-15,
2021-05-10,2021-03-19,
2021-05-10,2021-03-23,
2021-05-10,2021-03-27,
2021-05-10,2021-03-31,
2021-05-10,2021-04-04,
2021-05-10,2021-04-08,
2021-05-10,2021-04-12,
2021-05-10,2021-04-16,
2021-05-10,2021-04-20,
2021-05-10,2021-04-24,
2021-05-10,2021-04-28,
2021-05-10,2021-05-02,
2021-05-10,2021-05-06,
2021-05-10,2021-05-10,
2021-05-10,2021-05-14,
2021-05-10,2021-05-18,
2021-05-10,2021-05-22,0.8158836305241025
2021-05-10,2021-05-26,
2021-05-10,2021-05-30,
2021-05-10,2021-06-03,0.4128758711209104
2021-05-10,2021-06-07,
2021-05-10,2021-06-11,
2021-05-10,2021-06-15,0.967507290730948
2021-05-10,2021-06-19,
2021-05-10,2021-06-23,
2021-05-10,2021-06-27,
2021-05-10,2021-07-01,
2021-05-10,2021-07-05,
2021-05-10,2021-07-09,
2021-05-10,2021-07-13,
2021-05-10,2021-07-17,0.11499024135912295
2021-05-10,2021-07-21,
2021-05-10,2021-07-25,
2021-05-10,2021-07-29,
2021-05-10,2021-08-02,
2021-05-10,2021-08-06,
2021-05-10,2021-08-10,0.2934989672203624
2021-05-10,2021-08-14,
2021-05-10,2021-08-18,
2021-05-10,2021-08-22,
2021-05-10,2021-08-26,
2021-05-10,2021-08-30,
2021-05-10,2021-09-03,
2021-05-14,2020-12-01,
2021-05-14,2020-12-05,
2021-05-14,2020-12-09,
2021-05-14,2020-12-13,
2021-05-14,2020-12-17,
2021-05-14,2020-12-21,
2021-05-14,2020-12-25,
2021-05-14,2020-12-29,
2021-05-14,2021-01-02,
2021-05-14,2021-01-06,
2021-05-14,2021-01-10,
2021-05-14,2021-01-14,
2021-05-14,2021-01-18,
2021-05-14,2021-01-22,
2021-05-14,2021-01-26,
2021-05-14,2021-01-30,
2021-05-14,2021-02-03,
2021-05-14,2021-02-07,
2021-05-14,2021-02-11,
2021-05-14,2021-02-15,
2021-05-14,2021-02-19,
2021-05-14,2021-02-23,
2021-05-14,2021-02-27,
2021-05-14,2021-03-03,
2021-05-14,2021-03-07,
2021-05-14,2021-03-11,
2021-05-14,2021-03-15,
2021-05-14,2021-03-19,
2021-05-14,2021-03-23,
2021-05-14,2021-03-27,
2021-05-14,2021-03-31,
2021-05-14,2021-04-04,
2021-05-14,2021-04-08,
2021-05-14,2021-04-12,
2021-05-14,2021-04-16,
2021-05-14,2021-04-20,
2021-05-14,2021-04-24,
2021-05-14,2021-04-28,
2021-05-14,2021-05-02,
2021-05-14,2021-05-06,
2021-05-14,2021-05-10,
2021-05-14,2021-05-14,
2021-05-14,2021-05-18,
2021-05-14,2021-05-22,
2021-05-14,2021-05-26,
2021-05-14,2021-05-30,
2021-05-14,2021-06-03,
2021-05-14,2021-06-07,
2021-05-14,2021-06-11,
2021-05-14,2021-06-15,
2021-05-14,2021-06-19,
2021-05-14,2021-06-23,
2021-05-14,2021-06-27,
2021-05-14,2021-07-01,
2021-05-14,2021-07-05,
2021-05-14,2021-07-09,
2021-05-14,2021-07-13,
2021-05-14,2021-07-17,
2021-05-14,2021-07-21,
2021-05-14,2021-07-25,
2021-05-14,2021-07-29,
2021-05-14,2021-08-02,
2021-05-14,2021-08-06,
2021-05-14,2021-08-10,
2021-05-14,2021-08-14,
2021-05-14,2021-08-18,
2021-05-14,2021-08-22,
2021-05-14,2021-08-26,
2021-05-14,2021-08-30,
2021-05-14,2021-09-03,
2021-05-18,2020-12-01,
2021-05-18,2020-12-05,
2021-05-18,2020-12-09,
2021-05-18,2020-12-13,
2021-05-18,2020-12-17,
2021-05-18,2020-12-21,
2021-05-18,2020-12-25,
2021-05-18,2020-12-29,
2021-05-18,2021-01-02,
2021-05-18,2021-01-06,
2021-05-18,2021-01-10,
2021-05-18,2021-01-14,
2021-05-18,2021-01-18,
2021-05-18,2021-01-22,
2021-05-18,2021-01-26,
2021-05-18,2021-01-30,
2021-05-18,2021-02-03,
2021-05-18,2021-02-07,
2021-05-18,2021-02-11,
2021-05-18,2021-02-15,
2021-05-18,2021-02-19,
2021-05-18,2021-02-23,
2021-05-18,2021-02-27,
2021-05-18,2021-03-03,
2021-05-18,2021-03-07,
2021-05-18,2021-03-11,
2021-05-18,2021-03-15,
2021-05-18,2021-03-19,
2021-05-18,2021-03-23,
2021-05-18,2021-03-27,
2021-05-18,2021-03-31,
2021-05-18,2021-04-04,
2021-05-18,2021-04-08,
2021-05-18,2021-04-12,
2021-05-18,2021-04-16,
2021-05-18,2021-04-20,
2021-05-18,2021-04-24,
2021-05-18,2021-04-28,
2021-05-18,2021-05-02,
2021-05-18,2021-05-06,
2021-05-18,2021-05-10,
2021-05-18,2021-05-14,
2021-05-18,2021-05-18,
2021-05-18,2021-05-22,
2021-05-18,2021-05-26,
2021-05-18,2021-05-30,
2021-05-18,2021-06-03,
2021-05-18,2021-06-07,
2021-05-18,2021-06-11,
2021-05-18,2021-06-15,
2021-05-18,2021-06-19,
2021-05-18,2021-06-23,
2021-05-18,2021-06-27,
2021-05-18,2021-07-01,
2021-05-18,2021-07-05,
2021-05-18,2021-07-09,
2021-05-18,2021-07-13,
2021-05-18,2021-07-17,
2021-05-18,2021-07-21,
2021-05-18,2021-07-25,
2021-05-18,2021-07-29,
2021-05-18,2021-08-02,
2021-05-18,2021-08-06,
2021-05-18,2021-08-10,
2021-05-18,2021-08-14,
2021-05-18,2021-08-18,
2021-05-18,2021-08-22,
2021-05-18,2021-08-26,
2021-05-18,2021-08-30,
2021-05-18,2021-09-03,
2021-05-22,2020-12-01,
2021-05-22,2020-12-05,
2021-05-22,2020-12-09,
2021-05-22,2020-12-13,
2021-05-22,2020-12-17,
2021-05-22,2020-12-21,
2021-05-22,2020-12-25,
2021-05-22,2020-12-29,
2021-05-22,2021-01-02,
2021-05-22,2021-01-06,
2021-05-22,2021-01-10,
2021-05-22,2021-01-14,
2021-05-22,2021-01-18,
2021-05-22,2021-01-22,
2021-05-22,2021-01-26,
2021-05-22,2021-01-30,
2021-05-22,2021-02-03,
2021-05-22,2021-02-07,
2021-05-22,2021-02-11,
2021-05-22,2021-02-15,
2021-05-22,2021-02-19,
2021-05-22,2021-02-23,
2021-05-22,2021-02-27,
2021-05-22,2021-03-03,
2021-05-22,2021-03-07,
2021-05-22,2021-03-11,
2021-05-22,2021-03-15,
2021-05-22,2021-03-19,
2021-05-22,2021-03-23,
2021-05-22,2021-03-27,
2021-05-22,2021-03-31,
2021-05-22,2021-04-04,
2021-05-22,2021-04-08,
2021-05-22,2021-04-12,
2021-05-22,2021-04-16,
2021-05-22,2021-04-20,
2021-05-22,2021-04-24,
2021-05-22,2021-04-28,
2021-05-22,2021-05-02,
2021-05-22,2021-05-06,
2021-05-22,2021-05-10,
2021-05-22,2021-05-14,
2021-05-22,2021-05-18,
2021-05-22,2021-05-22,
2021-05-22,2021-05-26,
2021-05-22,2021-05-30,
2021-05-22,2021-06-03,0.7009357485358535
2021-05-22,2021-06-07,
2021-05-22,2021-06-11,
2021-05-22,2021-06-15,0.9366452881535616
2021-05-22,2021-06-19,
2021-05-22,2021-06-23,
2021-05-22,2021-06-27,
2021-05-22,2021-07-01,
2021-05-22,2021-07-05,
2021-05-22,2021-07-09,
2021-05-22,2021-07-13,
2021-05-22,2021-07-17,0.9611165160458373
2021-05-22,2021-07-21,
2021-05-22,2021-07-25,
2021-05-22,2021-07-29,
2021-05-22,2021-08-02,
2021-05-22,2021-08-06,
2021-05-22,2021-08-10,0.9416814837660263
2021-05-22,2021-08-14,
2021-05-22,2021-08-18,
2021-05-22,2021-08-22,
2021-05-22,2021-08-26,
2021-05-22,2021-08-30,
2021-05-22,2021-09-03,0.8200158928259929
2021-05-26,2020-12-01,
2021-05-26,2020-12-05,
2021-05-26,2020-12-09,
2021-05-26,2020-12-13,
2021-05-26,2020-12-17,
2021-05-26,2020-12-21,
2021-05-26,2020-12-25,
2021-05-26,2020-12-29,
2021-05-26,2021-01-02,
2021-05-26,2021-01-06,
2021-05-26,2021-01-10,
2021-05-26,2021-01-14,
2021-05-26,2021-01-18,
2021-05-26,2021-01-22,
2021-05-26,2021-01-26,
2021-05-26,2021-01-30,
2021-05-26,2021-02-03,
2021-05-26,2021-02-07,
2021-05-26,2021-02-11,
2021-05-26,2021-02-15,
2021-05-26,2021-02-19,
2021-05-26,2021-02-23,
2021-05-26,2021-02-27,
2021-05-26,2021-03-03,
2021-05-26,2021-03-07,
2021-05-26,2021-03-11,
2021-05-26,2021-03-15,
2021-05-26,2021-03-19,
2021-05-26,2021-03-23,
2021-05-26,2021-03-27,
2021-05-26,2021-03-31,
2021-05-26,2021-04-04,
2021-05-26,2021-04-08,
2021-05-26,2021-04-12,
2021-05-26,2021-04-16,
2021-05-26,2021-04-20,
2021-05-26,2021-04-24,
2021-05-26,2021-04-28,
2021-05-26,2021-05-02,
2021-05-26,2021-05-06,
2021-05-26,2021-05-10,
2021-05-26,2021-05-14,
2021-05-26,2021-05-18,
2021-05-26,2021-05-22,
2021-05-26,2021-05-26,
2021-05-26,2021-05-30,
2021-05-26,2021-06-03,
2021-05-26,2021-06-07,
2021-05-26,2021-06-11,
2021-05-26,2021-06-15,
2021-05-26,2021-06-19,
2021-05-26,2021-06-23,
2021-05-26,2021-06-27,
2021-05-26,2021-07-01,
2021-05-26,2021-07-05,
2021-05-26,2021-07-09,
2021-05-26,2021-07-13,
2021-05-26,2021-07-17,
2021-05-26,2021-07-21,
2021-05-26,2021-07-25,
2021-05-26,2021-07-29,
2021-05-26,2021-08-02,
2021-05-26,2021-08-06,
2021-05-26,2021-08-10,
2021-05-26,2021-08-14,
2021-05-26,2021-08-18,
2021-05-26,2021-08-22,
2021-05-26,2021-08-26,
2021-05-26,2021-08-30,
2021-05-26,2021-09-03,
2021-05-30,2020-12-01,
2021-05-30,2020-12-05,
2021-05-30,2020-12-09,
2021-05-30,2020-12-13,
2021-05-30,2020-12-17,
2021-05-30,2020-12-21,
2021-05-30,2020-12-25,
2021-05-30,2020-12-29,
2021-05-30,2021-01-02,
2021-05-30,2021-01-06,
2021-05-30,2021-01-10,
2021-05-30,2021-01-14,
2021-05-30,2021-01-18,
2021-05-30,2021-01-22,
2021-05-30,2021-01-26,
2021-05-30,2021-01-30,
2021-05-30,2021-02-03,
2021-05-30,2021-02-07,
2021-05-30,2021-02-11,
2021-05-30,2021-02-15,
2021-05-30,2021-02-19,
2021-05-30,2021-02-23,
2021-05-30,2021-02-27,
2021-05-30,2021-03-03,
2021-05-30,2021-03-07,
2021-05-30,2021-03-11,
2021-05-30,2021-03-15,
2021-05-30,2021-03-19,
2021-05-30,2021-03-23,
2021-05-30,2021-03-27,
2021-05-30,2021-03-31,
2021-05-30,2021-04-04,
2021-05-30,2021-04-08,
2021-05-30,2021-04-12,
2021-05-30,2021-04-16,
2021-05-30,2021-04-20,
2021-05-30,2021-04-24,
2021-05-30,2021-04-28,
2021-05-30,2021-05-02,
2021-05-30,2021-05-06,
2021-05-30,2021-05-10,
2021-05-30,2021-05-14,
2021-05-30,2021-05-18,
2021-05-30,2021-05-22,
2021-05-30,2021-05-26,
2021-05-30,2021-05-30,
2021-05-30,2021-06-03,
2021-05-30,2021-06-07,
2021-05-30,2021-06-11,
2021-05-30,2021-06-15,
2021-05-30,2021-06-19,
2021-05-30,2021-06-23,
2021-05-30,2021-06-27,
2021-05-30,2021-07-01,
2021-05-30,2021-07-05,
2021-05-30,2021-07-09,
2021-05-30,2021-07-13,
2021-05-30,2021-07-17,
2021-05-30,2021-07-21,
2021-05-30,2021-07-25,
2021-05-30,2021-07-29,
2021-05-30,2021-08-02,
2021-05-30,2021-08-06,
2021-05-30,2021-08-10,
2021-05-30,2021-08-14,
2021-05-30,2021-08-18,
2021-05-30,2021-08-22,
2021-05-30,2021-08-26,
2021-05-30,2021-08-30,
2021-05-30,2021-09-03,
2021-06-03,2020-12-01,
2021-06-03,2020-12-05,
2021-06-03,2020-12-09,
2021-06-03,2020-12-13,
2021-06-03,2020-12-17,
2021-06-03,2020-12-21,
2021-06-03,2020-12-25,
2021-06-03,2020-12-29,
2021-06-03,2021-01-02,
2021-06-03,2021-01-06,
2021-06-03,2021-01-10,
2021-06-03,2021-01-14,
2021-06-03,2021-01-18,
2021-06-03,2021-01-22,
2021-06-03,2021-01-26,
2021-06-03,2021-01-30,
2021-06-03,2021-02-03,
2021-06-03,2021-02-07,
2021-06-03,2021-02-11,
2021-06-03,2021-02-15,
2021-06-03,2021-02-19,
2021-06-03,2021-02-23,
2021-06-03,2021-02-27,
2021-06-03,2021-03-03,
2021-06-03,2021-03-07,
2021-06-03,2021-03-11,
2021-06-03,2021-03-15,
2021-06-03,2021-03-19,
2021-06-03,2021-03-23,
2021-06-03,2021-03-27,
2021-06-03,2021-03-31,
2021-06-03,2021-04-04,
2021-06-03,2021-04-08,
2021-06-03,2021-04-12,
2021-06-03,2021-04-16,
2021-06-03,2021-04-20,
2021-06-03,2021-04-24,
2021-06-03,2021-04-28,
2021-06-03,2021-05-02,
2021-06-03,2021-05-06,
2021-06-03,2021-05-10,
2021-06-03,2021-05-14,
2021-06-03,2021-05-18,
2021-06-03,2021-05-22,
2021-06-03,2021-05-26,
2021-06-03,2021-05-30,
2021-06-03,2021-06-03,
2021-06-03,2021-06-07,
2021-06-03,2021-06-11,
2021-06-03,2021-06-15,0.1905272888903773
2021-06-03,2021-06-19,
2021-06-03,2021-06-23,
2021-06-03,2021-06-27,
2021-06-03,2021-07-01,
2021-06-03,2021-07-05,
2021-06-03,2021-07-09,
2021-06-03,2021-07-13,
2021-06-03,2021-07-17,0.044811892552254484
2021-06-03,2021-07-21,
2021-06-03,2021-07-25,
2021-06-03,2021-07-29,
2021-06-03,2021-08-02,
2021-06-03,2021-08-06,
2021-06-03,2021-08-10,0.2748084928745993
2021-06-03,2021-08-14,
2021-06-03,2021-08-18,
2021-06-03,2021-08-22,
2021-06-03,2021-08-26,
2021-06-03,2021-08-30,
2021-06-03,2021-09-03,0.8233124678867039
2021-06-07,2020-12-01,
2021-06-07,2020-12-05,
2021-06-07,2020-12-09,
2021-06-07,2020-12-13,
2021-06-07,2020-12-17,
2021-06-07,2020-12-21,
2021-06-07,2020-12-25,
2021-06-07,2020-12-29,
2021-06-07,2021-01-02,
2021-06-07,2021-01-06,
2021-06-07,2021-01-10,
2021-06-07,2021-01-14,
2021-06-07,2021-01-18,
2021-06-07,2021-01-22,
2021-06-07,2021-01-26,
2021-06-07,2021-01-30,
2021-06-07,2021-02-03,
2021-06-07,2021-02-07,
2021-06-07,2021-02-11,
2021-06-07,2021-02-15,
2021-06-07,2021-02-19,
2021-06-07,2021-02-23,
2021-06-07,2021-02-27,
2021-06-07,2021-03-03,
2021-06-07,2021-03-07,
2021-06-07,2021-03-11,
2021-06-07,2021-03-15,
2021-06-07,2021-03-19,
2021-06-07,2021-03-23,
2021-06-07,2021-03-27,
2021-06-07,2021-03-31,
2021-06-07,2021-04-04,
2021-06-07,2021-04-08,
2021-06-07,2021-04-12,
2021-06-07,2021-04-16,
2021-06-07,2021-04-20,
2021-06-07,2021-04-24,
2021-06-07,2021-04-28,
2021-06-07,2021-05-02,
2021-06-07,2021-05-06,
2021-06-07,2021-05-10,
2021-06-07,2021-05-14,
2021-06-07,2021-05-18,
2021-06-07,2021-05-22,
2021-06-07,2021-05-26,
2021-06-07,2021-05-30,
2021-06-07,2021-06-03,
2021-06-07,2021-06-07,
2021-06-07,2021-06-11,
2021-06-07,2021-06-15,
2021-06-07,2021-06-19,
2021-06-07,2021-06-23,
2021-06-07,2021-06-27,
2021-06-07,2021-07-01,
2021-06-07,2021-07-05,
2021-06-07,2021-07-09,
2021-06-07,2021-07-13,
2021-06-07,2021-07-17,
2021-06-07,2021-07-21,
2021-06-07,2021-07-25,
2021-06-07,2021-07-29,
2021-06-07,2021-08-02,
2021-06-07,2021-08-06,
2021-06-07,2021-08-10,
2021-06-07,2021-08-14,
2021-06-07,2021-08-18,
2021-06-07,2021-08-22,
2021-06-07,2021-08-26,
2021-06-07,2021-08-30,
2021-06-07,2021-09-03,
2021-06-11,2020-12-01,
2021-06-11,2020-12-05,
2021-06-11,2020-12-09,
2021-06-11,2020-12-13,
2021-06-11,2020-12-17,
2021-06-11,2020-12-21,
2021-06-11,2020-12-25,
2021-06-11,2020-12-29,
2021-06-11,2021-01-02,
2021-06-11,2021-01-06,
2021-06-11,2021-01-10,
2021-06-11,2021-01-14,
2021-06-11,2021-01-18,
2021-06-11,2021-01-22,
2021-06-11,2021-01-26,
2021-06-11,2021-01-30,
2021-06-11,2021-02-03,
2021-06-11,2021-02-07,
2021-06-11,2021-02-11,
2021-06-11,2021-02-15,
2021-06-11,2021-02-19,
2021-06-11,2021-02-23,
2021-06-11,2021-02-27,
2021-06-11,2021-03-03,
2021-06-11,2021-03-07,
2021-06-11,2021-03-11,
2021-06-11,2021-03-15,
2021-06-11,2021-03-19,
2021-06-11,2021-03-23,
2021-06-11,2021-03-27,
2021-06-11,2021-03-31,
2021-06-11,2021-04-04,
2021-06-11,2021-04-08,
2021-06-11,2021-04-12,
2021-06-11,2021-04-16,
2021-06-11,2021-04-20,
2021-06-11,2021-04-24,
2021-06-11,2021-04-28,
2021-06-11,2021-05-02,
2021-06-11,2021-05-06,
2021-06-11,2021-05-10,
2021-06-11,2021-05-14,
2021-06-11,2021-05-18,
2021-06-11,2021-05-22,
2021-06-11,2021-05-26,
2021-06-11,2021-05-30,
2021-06-11,2021-06-03,
2021-06-11,2021-06-07,
2021-06-11,2021-06-11,
2021-06-11,2021-06-15,
2021-06-11,2021-06-19,
2021-06-11,2021-06-23,
2021-06-11,2021-06-27,
2021-06-11,2021-07-01,
2021-06-11,2021-07-05,
2021-06-11,2021-07-09,
2021-06-11,2021-07-13,
2021-06-11,2021-07-17,
2021-06-11,2021-07-21,
2021-06-11,2021-07-25,
2021-06-11,2021-07-29,
2021-06-11,2021-08-02,
2021-06-11,2021-08-06,
2021-06-11,2021-08-10,
2021-06-11,2021-08-14,
2021-06-11,2021-08-18,
2021-06-11,2021-08-22,
2021-06-11,2021-08-26,
2021-06-11,2021-08-30,
2021-06-11,2021-09-03,
2021-06-15,2020-12-01,
2021-06-15,2020-12-05,
2021-06-15,2020-12-09,
2021-06-15,2020-12-13,
2021-06-15,2020-12-17,
2021-06-15,2020-12-21,
2021-06-15,2020-12-25,
2021-06-15,2020-12-29,
2021-06-15,2021-01-02,
2021-06-15,2021-01-06,
2021-06-15,2021-01-10,
2021-06-15,2021-01-14,
2021-06-15,2021-01-18,
2021-06-15,2021-01-22,
2021-06-15,2021-01-26,
2021-06-15,2021-01-30,
2021-06-15,2021-02-03,
2021-06-15,2021-02-07,
2021-06-15,2021-02-11,
2021-06-15,2021-02-15,
2021-06-15,2021-02-19,
2021-06-15,2021-02-23,
2021-06-15,2021-02-27,
2021-06-15,2021-03-03,
2021-06-15,2021-03-07,
2021-06-15,2021-03-11,
2021-06-15,2021-03-15,
2021-06-15,2021-03-19,
2021-06-15,2021-03-23,
2021-06-15,2021-03-27,
2021-06-15,2021-03-31,
2021-06-15,2021-04-04,
2021-06-15,2021-04-08,
2021-06-15,2021-04-12,
2021-06-15,2021-04-16,
2021-06-15,2021-04-20,
2021-06-15,2021-04-24,
2021-06-15,2021-04-28,
2021-06-15,2021-05-02,
2021-06-15,2021-05-06,
2021-06-15,2021-05-10,
2021-06-15,2021-05-14,
2021-06-15,2021-05-18,
2021-06-15,2021-05-22,
2021-06-15,2021-05-26,
2021-06-15,2021-05-30,
2021-06-15,2021-06-03,
2021-06-15,2021-06-07,
2021-06-15,2021-06-11,
2021-06-15,2021-06-15,
2021-06-15,2021-06-19,
2021-06-15,2021-06-23,
2021-06-15,2021-06-27,
2021-06-15,2021-07-01,
2021-06-15,2021-07-05,
2021-06-15,2021-07-09,
2021-06-15,2021-07-13,
2021-06-15,2021-07-17,0.12734624836929864
2021-06-15,2021-07-21,
2021-06-15,2021-07-25,
2021-06-15,2021-07-29,
2021-06-15,2021-08-02,
2021-06-15,2021-08-06,
2021-06-15,2021-08-10,0.05297883618911059
2021-06-15,2021-08-14,
2021-06-15,2021-08-18,
2021-06-15,2021-08-22,
2021-06-15,2021-08-26,
2021-06-15,2021-08-30,
2021-06-15,2021-09-03,0.788666017649637
2021-06-19,2020-12-01,
2021-06-19,2020-12-05,
2021-06-19,2020-12-09,
2021-06-19,2020-12-13,
2021-06-19,2020-12-17,
2021-06-19,2020-12-21,
2021-06-19,2020-12-25,
2021-06-19,2020-12-29,
2021-06-19,2021-01-02,
2021-06-19,2021-01-06,
2021-06-19,2021-01-10,
2021-06-19,2021-01-14,
2021-06-19,2021-01-18,
2021-06-19,2021-01-22,
2021-06-19,2021-01-26,
2021-06-19,2021-01-30,
2021-06-19,2021-02-03,
2021-06-19,2021-02-07,
2021-06-19,2021-02-11,
2021-06-19,2021-02-15,
2021-06-19,2021-02-19,
2021-06-19,2021-02-23,
2021-06-19,2021-02-27,
2021-06-19,2021-03-03,
2021-06-19,2021-03-07,
2021-06-19,2021-03-11,
2021-06-19,2021-03-15,
2021-06-19,2021-03-19,
2021-06-19,2021-03-23,
2021-06-19,2021-03-27,
2021-06-19,2021-03-31,
2021-06-19,2021-04-04,
2021-06-19,2021-04-08,
2021-06-19,2021-04-12,
2021-06-19,2021-04-16,
2021-06-19,2021-04-20,
2021-06-19,2021-04-24,
2021-06-19,2021-04-28,
2021-06-19,2021-05-02,
2021-06-19,2021-05-06,
2021-06-19,2021-05-10,
2021-06-19,2021-05-14,
2021-06-19,2021-05-18,
2021-06-19,2021-05-22,
2021-06-19,2021-05-26,
2021-06-19,2021-05-30,
2021-06-19,2021-06-03,
2021-06-19,2021-06-07,
2021-06-19,2021-06-11,
2021-06-19,2021-06-15,
2021-06-19,2021-06-19,
2021-06-19,2021-06-23,
2021-06-19,2021-06-27,
2021-06-19,2021-07-01,
2021-06-19,2021-07-05,
2021-06-19,2021-07-09,
2021-06-19,2021-07-13,
2021-06-19,2021-07-17,
2021-06-19,2021-07-21,
2021-06-19,2021-07-25,
2021-06-19,2021-07-29,
2021-06-19,2021-08-02,
2021-06-19,2021-08-06,
2021-06-19,2021-08-10,
2021-06-19,2021-08-14,
2021-06-19,2021-08-18,
2021-06-19,2021-08-22,
2021-06-19,2021-08-26,
2021-06-19,2021-08-30,
2021-06-19,2021-09-03,
2021-06-23,2020-12-01,
2021-06-23,2020-12-05,
2021-06-23,2020-12-09,
2021-06-23,2020-12-13,
2021-06-23,2020-12-17,
2021-06-23,2020-12-21,
2021-06-23,2020-12-25,
2021-06-23,2020-12-29,
2021-06-23,2021-01-02,
2021-06-23,2021-01-06,
2021-06-23,2021-01-10,
2021-06-23,2021-01-14,
2021-06-23,2021-01-18,
2021-06-23,2021-01-22,
2021-06-23,2021-01-26,
2021-06-23,2021-01-30,
2021-06-23,2021-02-03,
2021-06-23,2021-02-07,
2021-06-23,2021-02-11,
2021-06-23,2021-02-15,
2021-06-23,2021-02-19,
2021-06-23,2021-02-23,
2021-06-23,2021-02-27,
2021-06-23,2021-03-03,
2021-06-23,2021-03-07,
2021-06-23,2021-03-11,
2021-06-23,2021-03-15,
2021-06-23,2021-03-19,
2021-06-23,2021-03-23,
2021-06-23,2021-03-27,
2021-06-23,2021-03-31,
2021-06-23,2021-04-04,
2021-06-23,2021-04-08,
2021-06-23,2021-04-12,
2021-06-23,2021-04-16,
2021-06-23,2021-04-20,
2021-06-23,2021-04-24,
2021-06-23,2021-04-28,
2021-06-23,2021-05-02,
2021-06-23,2021-05-06,
2021-06-23,2021-05-10,
2021-06-23,2021-05-14,
2021-06-23,2021-05-18,
2021-06-23,2021-05-22,
2021-06-23,2021-05-26,
2021-06-23,2021-05-30,
2021-06-23,2021-06-03,
2021-06-23,2021-06-07,
2021-06-23,2021-06-11,
2021-06-23,2021-06-15,
2021-06-23,2021-06-19,
2021-06-23,2021-06-23,
2021-06-23,2021-06-27,
2021-06-23,2021-07-01,
2021-06-23,2021-07-05,
2021-06-23,2021-07-09,
2021-06-23,2021-07-13,
2021-06-23,2021-07-17,
2021-06-23,2021-07-21,
2021-06-23,2021-07-25,
2021-06-23,2021-07-29,
2021-06-23,2021-08-02,
2021-06-23,2021-08-06,
2021-06-23,2021-08-10,
2021-06-23,2021-08-14,
2021-06-23,2021-08-18,
2021-06-23,2021-08-22,
2021-06-23,2021-08-26,
2021-06-23,2021-08-30,
2021-06-23,2021-09-03,
2021-06-27,2020-12-01,
2021-06-27,2020-12-05,
2021-06-27,2020-12-09,
2021-06-27,2020-12-13,
2021-06-27,2020-12-17,
2021-06-27,2020-12-21,
2021-06-27,2020-12-25,
2021-06-27,2020-12-29,
2021-06-27,2021-01-02,
2021-06-27,2021-01-06,
2021-06-27,2021-01-10,
2021-06-27,2021-01-14,
2021-06-27,2021-01-18,
2021-06-27,2021-01-22,
2021-06-27,2021-01-26,
2021-06-27,2021-01-30,
2021-06-27,2021-02-03,
2021-06-27,2021-02-07,
2021-06-27,2021-02-11,
2021-06-27,2021-02-15,
2021-06-27,2021-02-19,
2021-06-27,2021-02-23,
2021-06-27,2021-02-27,
2021-06-27,2021-03-03,
2021-06-27,2021-03-07,
2021-06-27,2021-03-11,
2021-06-27,2021-03-15,
2021-06-27,2021-03-19,
2021-06-27,2021-03-23,
2021-06-27,2021-03-27,
2021-06-27,2021-03-31,
2021-06-27,2021-04-04,
2021-06-27,2021-04-08,
2021-06-27,2021-04-12,
